AGE,SEX,SCHOOL_AGED,SCHOOL_LEVEL,BURGERS_EATEN,RESTAURANTS_VISITED,CLASSIFICATION,STATE,COUNTY,COUNTY_CODE
25,FEMALE,False,NOT,36,9,0,VA,Newport News,51700
30,MALE,False,NOT,13,1,1,VA,Washington,51191
25,MALE,False,NOT,41,23,0,MD,Prince Georges,24033
27,FEMALE,False,NOT,41,3,0,VA,Virginia Beach,51810
22,FEMALE,True,CL,37,10,0,VA,Halifax,51083
58,MALE,False,NOT,27,7,1,VA,Albemarle,51003
9,MALE,True,ES,15,19,0,VA,Fairfax,51059
53,FEMALE,False,NOT,32,1,0,VA,Brunswick,51025
12,FEMALE,True,MS,69,10,0,VA,Montgomery,51121
8,MALE,True,ES,8,14,1,VA,Frederick,51069
65,FEMALE,False,NOT,10,15,0,VA,Pulaski,51155
39,FEMALE,False,NOT,10,4,0,VA,Arlington,51013
47,FEMALE,False,NOT,3,5,1,VA,Mecklenburg,51117
57,FEMALE,False,NOT,39,15,1,VA,Roanoke City,51770
5,FEMALE,True,ES,10,25,0,VA,Roanoke City,51770
8,MALE,True,ES,45,12,0,VA,Russell,51167
16,MALE,True,HS,13,7,1,VA,Augusta,51015
51,MALE,False,NOT,14,3,0,VA,Albemarle,51003
26,MALE,False,NOT,55,13,0,NC,Wake,37183
39,FEMALE,False,NOT,9,15,1,VA,Fauquier,51061
44,MALE,False,NOT,7,8,1,VA,Goochland,51075
37,FEMALE,False,NOT,102,14,1,NC,Forsyth,37067
74,MALE,False,NOT,18,4,0,VA,Goochland,51075
58,FEMALE,False,NOT,14,5,1,VA,Henrico,51087
59,FEMALE,False,NOT,24,11,1,VA,Pulaski,51155
41,MALE,False,NOT,5,14,1,VA,Lynchburg,51680
66,FEMALE,False,NOT,5,2,1,VA,Roanoke City,51770
56,FEMALE,False,NOT,53,16,1,VA,Chesterfield,51041
69,MALE,False,NOT,7,10,0,VA,Brunswick,51025
62,MALE,False,NOT,29,5,0,VA,Brunswick,51025
39,FEMALE,False,NOT,34,6,1,VA,Russell,51167
24,MALE,False,NOT,14,7,1,VA,Halifax,51083
19,FEMALE,True,CL,22,7,1,VA,Goochland,51075
41,MALE,False,NOT,11,11,0,VA,Pulaski,51155
31,FEMALE,False,NOT,87,7,1,VA,Washington,51191
32,MALE,False,NOT,11,12,0,VA,Brunswick,51025
37,MALE,False,NOT,34,3,1,NC,Guilford,37081
86,MALE,False,NOT,5,10,1,VA,Roanoke,51161
39,FEMALE,False,NOT,32,25,1,NC,Guilford,37081
21,MALE,True,CL,23,7,0,VA,Prince William,51153
45,MALE,False,NOT,55,4,0,VA,Brunswick,51025
22,FEMALE,True,CL,21,5,1,VA,Chesterfield,51041
75,MALE,False,NOT,5,2,0,VA,Newport News,51700
33,FEMALE,False,NOT,10,4,0,VA,Loudoun,51107
13,MALE,True,MS,93,10,1,VA,Arlington,51013
28,MALE,False,NOT,15,10,0,VA,Rockingham,51165
19,MALE,True,CL,1,11,0,VA,Alexandria,51510
19,FEMALE,True,CL,17,6,0,VA,Pulaski,51155
42,MALE,False,NOT,14,1,1,VA,Chesapeake,51550
53,FEMALE,False,NOT,7,1,0,VA,Roanoke,51161
51,MALE,False,NOT,15,20,0,VA,Hanover,51085
70,MALE,False,NOT,47,13,1,VA,Bedford,51019
89,FEMALE,False,NOT,19,6,0,VA,Richmond City,51760
7,FEMALE,True,ES,5,5,0,VA,Newport News,51700
37,MALE,False,NOT,10,9,1,VA,Chesterfield,51041
10,FEMALE,True,ES,38,6,1,VA,Wise,51195
23,FEMALE,False,CL,29,4,1,NC,Mecklenburg,37119
16,MALE,True,HS,23,8,0,VA,Chesterfield,51041
49,FEMALE,False,NOT,37,3,1,VA,Falls Church,51610
50,FEMALE,False,NOT,10,15,1,VA,Chesapeake,51550
22,MALE,True,CL,60,13,1,VA,Manassas,51683
31,MALE,False,NOT,80,5,0,VA,Goochland,51075
39,FEMALE,False,NOT,20,12,0,VA,Albemarle,51003
41,FEMALE,False,NOT,73,3,0,VA,Loudoun,51107
13,FEMALE,True,MS,37,7,1,VA,Alexandria,51510
38,MALE,False,NOT,13,23,1,VA,Fauquier,51061
16,FEMALE,True,HS,2,23,1,VA,Charlottesville,51540
51,MALE,False,NOT,26,6,1,VA,Richmond City,51760
66,MALE,False,NOT,10,8,1,VA,Loudoun,51107
48,FEMALE,False,NOT,39,2,1,VA,Augusta,51015
15,FEMALE,True,HS,12,24,0,VA,Henrico,51087
54,FEMALE,False,NOT,14,1,0,VA,Virginia Beach,51810
32,FEMALE,False,NOT,42,3,1,VA,Lynchburg,51680
7,FEMALE,True,ES,16,5,0,VA,Portsmouth,51740
20,MALE,True,CL,2,4,0,VA,Wise,51195
60,FEMALE,False,NOT,28,8,1,VA,Hanover,51085
29,FEMALE,False,NOT,80,4,0,VA,Brunswick,51025
27,MALE,False,NOT,11,5,1,VA,Albemarle,51003
53,MALE,False,NOT,17,13,1,VA,Augusta,51015
64,MALE,False,NOT,32,5,1,VA,Powhatan,51145
60,MALE,False,NOT,24,7,1,VA,Pulaski,51155
19,MALE,True,CL,55,19,0,VA,Fairfax,51059
24,FEMALE,False,NOT,65,11,1,VA,Manassas,51683
36,MALE,False,NOT,31,10,1,MD,Howard,24027
69,MALE,False,NOT,20,3,0,VA,Roanoke City,51770
55,MALE,False,NOT,16,3,0,VA,Hanover,51085
26,FEMALE,False,NOT,20,10,1,VA,Albemarle,51003
29,MALE,False,NOT,62,8,1,VA,Lynchburg,51680
68,FEMALE,False,NOT,8,3,0,VA,Manassas,51683
36,FEMALE,False,NOT,60,3,1,VA,Frederick,51069
40,FEMALE,False,NOT,16,2,0,VA,Campbell,51031
43,FEMALE,False,NOT,74,9,0,NC,Mecklenburg,37119
82,FEMALE,False,NOT,6,5,0,VA,Richmond City,51760
55,MALE,False,NOT,61,4,1,VA,Russell,51167
37,FEMALE,False,NOT,22,21,1,VA,Chesterfield,51041
11,FEMALE,True,MS,86,1,0,VA,Albemarle,51003
11,MALE,True,MS,7,12,0,VA,Pittsylvania,51143
25,MALE,False,NOT,54,1,1,VA,Roanoke City,51770
8,FEMALE,True,ES,32,13,1,VA,Goochland,51075
29,MALE,False,NOT,37,2,1,VA,Russell,51167
37,FEMALE,False,NOT,22,3,0,NC,Forsyth,37067
39,MALE,False,NOT,24,2,1,VA,Brunswick,51025
37,FEMALE,False,NOT,16,15,1,MD,Anne Arundel,24003
27,FEMALE,False,NOT,1,1,1,VA,Albemarle,51003
20,FEMALE,True,CL,23,5,1,VA,Montgomery,51121
51,MALE,False,NOT,43,19,0,VA,Arlington,51013
8,MALE,True,ES,70,1,1,VA,Halifax,51083
66,MALE,False,NOT,16,1,1,VA,Norfolk,51710
11,MALE,True,MS,1,15,0,VA,Montgomery,51121
49,FEMALE,False,NOT,21,9,1,VA,Albemarle,51003
53,MALE,False,NOT,15,7,0,VA,Manassas,51683
54,MALE,False,NOT,2,5,1,VA,Norfolk,51710
36,FEMALE,False,NOT,71,16,1,VA,Halifax,51083
36,FEMALE,False,NOT,29,5,0,MD,Baltimore,24005
29,MALE,False,NOT,10,6,1,VA,Powhatan,51145
3,FEMALE,True,NOT,9,10,1,VA,Manassas,51683
59,MALE,False,NOT,40,12,1,VA,Rockingham,51165
37,MALE,False,NOT,84,4,1,VA,Richmond City,51760
54,MALE,False,NOT,55,4,0,VA,Washington,51191
25,FEMALE,False,NOT,54,19,1,MD,Montgomery,24031
26,FEMALE,False,NOT,20,8,0,MD,Anne Arundel,24003
30,FEMALE,False,NOT,1,1,0,VA,Portsmouth,51740
23,FEMALE,False,CL,12,3,0,VA,Prince William,51153
62,FEMALE,False,NOT,77,9,1,VA,Tazewell,51185
34,MALE,False,NOT,13,4,0,MD,Anne Arundel,24003
60,MALE,False,NOT,8,1,0,VA,Washington,51191
26,FEMALE,False,NOT,10,5,1,VA,Roanoke City,51770
60,MALE,False,NOT,20,1,0,VA,Pulaski,51155
35,MALE,False,NOT,17,6,1,VA,Fairfax,51059
59,FEMALE,False,NOT,34,9,1,VA,Manassas,51683
10,FEMALE,True,ES,24,5,0,VA,Fauquier,51061
36,FEMALE,False,NOT,16,11,0,MD,Prince Georges,24033
28,MALE,False,NOT,26,13,1,VA,Augusta,51015
40,FEMALE,False,NOT,63,25,1,VA,Albemarle,51003
67,MALE,False,NOT,19,6,1,VA,Portsmouth,51740
33,FEMALE,False,NOT,38,2,0,VA,Mecklenburg,51117
51,FEMALE,False,NOT,13,25,0,VA,Loudoun,51107
23,FEMALE,False,CL,8,5,0,VA,Manassas,51683
42,FEMALE,False,NOT,31,5,1,VA,Richmond City,51760
51,FEMALE,False,NOT,2,10,1,VA,Bedford,51019
31,MALE,False,NOT,11,7,0,VA,Halifax,51083
59,MALE,False,NOT,18,1,1,VA,Russell,51167
19,FEMALE,True,CL,14,17,0,VA,Newport News,51700
39,FEMALE,False,NOT,55,4,1,MD,Baltimore,24005
63,MALE,False,NOT,15,4,0,VA,Montgomery,51121
55,FEMALE,False,NOT,65,1,0,VA,Frederick,51069
27,FEMALE,False,NOT,21,7,0,NC,Guilford,37081
12,MALE,True,MS,3,2,1,MD,Anne Arundel,24003
35,MALE,False,NOT,19,15,0,VA,Charlottesville,51540
34,MALE,False,NOT,7,5,1,VA,Goochland,51075
27,MALE,False,NOT,36,3,1,VA,Mecklenburg,51117
29,MALE,False,NOT,1,7,1,VA,Loudoun,51107
30,FEMALE,False,NOT,108,1,1,VA,Montgomery,51121
47,MALE,False,NOT,51,2,1,VA,Hanover,51085
28,MALE,False,NOT,10,2,1,NC,Guilford,37081
46,MALE,False,NOT,11,3,1,VA,Loudoun,51107
16,MALE,True,HS,27,14,0,VA,Washington,51191
33,MALE,False,NOT,12,3,0,NC,Guilford,37081
26,FEMALE,False,NOT,6,5,0,NC,Forsyth,37067
7,FEMALE,True,ES,5,2,0,VA,Frederick,51069
21,MALE,True,CL,20,4,0,VA,Prince William,51153
48,FEMALE,False,NOT,4,2,0,VA,Chesterfield,51041
9,FEMALE,True,ES,72,9,0,VA,Campbell,51031
41,FEMALE,False,NOT,27,5,1,VA,Campbell,51031
22,FEMALE,True,CL,76,5,0,MD,Baltimore,24005
54,FEMALE,False,NOT,51,6,0,VA,Charlottesville,51540
15,MALE,True,HS,31,15,0,VA,Virginia Beach,51810
22,FEMALE,True,CL,2,4,1,MD,Howard,24027
60,MALE,False,NOT,6,4,0,VA,Tazewell,51185
13,MALE,True,MS,38,17,1,VA,Hampton,51650
66,FEMALE,False,NOT,26,6,0,VA,Montgomery,51121
20,MALE,True,CL,25,10,0,VA,Chesapeake,51550
1,MALE,True,NOT,21,8,0,VA,Prince William,51153
54,FEMALE,False,NOT,2,1,0,VA,Hampton,51650
27,MALE,False,NOT,29,5,1,VA,Fairfax,51059
51,FEMALE,False,NOT,19,4,1,VA,Pulaski,51155
57,FEMALE,False,NOT,15,5,0,VA,Roanoke,51161
9,MALE,True,ES,49,17,0,VA,Manassas,51683
6,FEMALE,True,ES,19,12,0,VA,Frederick,51069
53,FEMALE,False,NOT,21,2,0,VA,Portsmouth,51740
23,FEMALE,False,CL,117,9,1,VA,Arlington,51013
71,FEMALE,False,NOT,12,2,0,VA,Rockingham,51165
29,FEMALE,False,NOT,22,17,0,VA,Falls Church,51610
57,FEMALE,False,NOT,38,5,0,VA,Campbell,51031
49,FEMALE,False,NOT,31,9,1,VA,Tazewell,51185
17,MALE,True,HS,13,11,1,VA,Washington,51191
72,FEMALE,False,NOT,11,1,0,MD,Howard,24027
33,FEMALE,False,NOT,14,5,0,VA,Charlottesville,51540
45,FEMALE,False,NOT,14,2,1,VA,Campbell,51031
38,MALE,False,NOT,46,5,0,VA,Chesterfield,51041
73,MALE,False,NOT,41,1,1,VA,Virginia Beach,51810
74,FEMALE,False,NOT,8,2,1,VA,Hampton,51650
16,FEMALE,True,HS,37,5,1,VA,Hanover,51085
23,FEMALE,False,CL,10,6,0,VA,Wythe,51197
18,MALE,True,HS,37,8,0,VA,Bedford,51019
9,MALE,True,ES,87,9,1,VA,Hanover,51085
21,FEMALE,True,CL,15,10,0,VA,Mecklenburg,51117
12,MALE,True,MS,15,11,0,VA,Hanover,51085
53,FEMALE,False,NOT,74,19,1,VA,Roanoke City,51770
4,FEMALE,True,NOT,13,1,0,VA,Frederick,51069
19,FEMALE,True,CL,37,3,0,VA,Manassas,51683
37,MALE,False,NOT,30,17,1,VA,Loudoun,51107
46,MALE,False,NOT,33,1,0,VA,Pulaski,51155
32,MALE,False,NOT,13,4,1,VA,Brunswick,51025
24,FEMALE,False,NOT,15,25,1,VA,Pittsylvania,51143
42,FEMALE,False,NOT,32,16,1,VA,Manassas,51683
37,MALE,False,NOT,12,1,0,VA,Norfolk,51710
59,FEMALE,False,NOT,34,9,1,VA,Pulaski,51155
33,MALE,False,NOT,29,11,0,VA,Montgomery,51121
37,MALE,False,NOT,23,16,1,VA,Goochland,51075
39,FEMALE,False,NOT,29,18,1,VA,Fauquier,51061
14,MALE,True,HS,18,13,0,VA,Pulaski,51155
40,FEMALE,False,NOT,17,1,0,VA,Roanoke City,51770
56,FEMALE,False,NOT,8,8,0,NC,Durham,37063
32,FEMALE,False,NOT,17,14,1,VA,Powhatan,51145
28,MALE,False,NOT,4,5,0,MD,Howard,24027
6,MALE,True,ES,75,1,0,VA,Bedford,51019
29,MALE,False,NOT,15,3,0,VA,Henrico,51087
69,MALE,False,NOT,10,2,1,VA,Fauquier,51061
19,FEMALE,True,CL,9,5,0,VA,Hanover,51085
36,MALE,False,NOT,15,3,1,VA,Alexandria,51510
30,MALE,False,NOT,75,2,0,VA,Pittsylvania,51143
17,FEMALE,True,HS,62,8,1,VA,Wise,51195
5,FEMALE,True,ES,3,4,0,MD,Prince Georges,24033
43,FEMALE,False,NOT,37,14,0,VA,Hanover,51085
37,FEMALE,False,NOT,13,12,0,VA,Washington,51191
26,MALE,False,NOT,122,4,0,VA,Henrico,51087
38,FEMALE,False,NOT,55,5,1,VA,Fairfax,51059
2,MALE,True,NOT,7,8,1,VA,Virginia Beach,51810
42,MALE,False,NOT,9,4,0,VA,Wise,51195
24,MALE,False,NOT,75,5,1,MD,Baltimore,24005
71,FEMALE,False,NOT,41,4,1,VA,Albemarle,51003
38,FEMALE,False,NOT,35,15,1,MD,Montgomery,24031
30,MALE,False,NOT,5,9,0,VA,Mecklenburg,51117
17,MALE,True,HS,8,15,0,VA,Pulaski,51155
55,FEMALE,False,NOT,12,5,1,VA,Goochland,51075
86,FEMALE,False,NOT,39,16,1,VA,Richmond City,51760
74,MALE,False,NOT,12,12,1,VA,Goochland,51075
31,MALE,False,NOT,4,4,1,NC,Forsyth,37067
36,FEMALE,False,NOT,39,12,1,VA,Manassas,51683
44,FEMALE,False,NOT,13,6,1,VA,Bedford,51019
20,MALE,True,CL,4,8,1,VA,Prince William,51153
46,FEMALE,False,NOT,48,10,0,VA,Pulaski,51155
10,FEMALE,True,ES,23,11,1,VA,Manassas,51683
89,FEMALE,False,NOT,8,2,0,VA,Russell,51167
34,MALE,False,NOT,31,4,1,VA,Washington,51191
47,FEMALE,False,NOT,7,7,0,VA,Richmond City,51760
17,FEMALE,True,HS,11,5,0,VA,Charlottesville,51540
64,FEMALE,False,NOT,10,7,1,VA,Norfolk,51710
23,FEMALE,False,CL,23,9,1,VA,Augusta,51015
9,FEMALE,True,ES,39,1,1,VA,Rockingham,51165
56,FEMALE,False,NOT,18,4,0,VA,Frederick,51069
89,FEMALE,False,NOT,42,1,1,VA,Roanoke City,51770
43,FEMALE,False,NOT,7,4,1,VA,Norfolk,51710
7,MALE,True,ES,35,4,1,VA,Hampton,51650
38,MALE,False,NOT,50,3,1,MD,Montgomery,24031
49,FEMALE,False,NOT,47,8,1,VA,Richmond City,51760
29,MALE,False,NOT,6,2,1,VA,Fairfax,51059
64,FEMALE,False,NOT,129,4,0,VA,Bedford,51019
80,FEMALE,False,NOT,15,3,1,VA,Wythe,51197
42,MALE,False,NOT,21,6,1,VA,Powhatan,51145
26,MALE,False,NOT,1,1,0,VA,Chesterfield,51041
36,FEMALE,False,NOT,50,6,1,VA,Loudoun,51107
54,FEMALE,False,NOT,29,5,0,VA,Charlottesville,51540
28,FEMALE,False,NOT,44,2,0,VA,Chesterfield,51041
49,MALE,False,NOT,51,3,1,VA,Frederick,51069
1,MALE,True,NOT,9,1,1,VA,Roanoke City,51770
25,FEMALE,False,NOT,51,14,1,VA,Bedford,51019
39,FEMALE,False,NOT,35,4,1,VA,Pittsylvania,51143
23,FEMALE,False,CL,55,8,1,VA,Pulaski,51155
34,MALE,False,NOT,55,12,1,VA,Manassas,51683
43,FEMALE,False,NOT,2,14,1,VA,Fauquier,51061
15,FEMALE,True,HS,30,5,0,VA,Lynchburg,51680
21,FEMALE,True,CL,31,2,1,VA,Fauquier,51061
80,MALE,False,NOT,14,1,0,VA,Falls Church,51610
24,FEMALE,False,NOT,30,7,1,VA,Rockingham,51165
16,FEMALE,True,HS,8,10,1,NC,Mecklenburg,37119
63,MALE,False,NOT,26,6,1,NC,Forsyth,37067
49,MALE,False,NOT,4,4,1,VA,Charlottesville,51540
57,MALE,False,NOT,45,3,1,VA,Pittsylvania,51143
52,MALE,False,NOT,15,3,1,VA,Wythe,51197
56,FEMALE,False,NOT,35,1,0,VA,Goochland,51075
75,MALE,False,NOT,37,13,1,VA,Richmond City,51760
46,MALE,False,NOT,46,8,0,VA,Manassas,51683
62,FEMALE,False,NOT,27,1,0,VA,Chesterfield,51041
71,MALE,False,NOT,39,7,1,VA,Albemarle,51003
7,MALE,True,ES,15,10,1,VA,Falls Church,51610
49,FEMALE,False,NOT,104,2,1,VA,Manassas,51683
35,FEMALE,False,NOT,10,3,0,VA,Newport News,51700
14,FEMALE,True,HS,15,6,1,VA,Goochland,51075
50,FEMALE,False,NOT,25,3,1,VA,Goochland,51075
37,MALE,False,NOT,54,11,1,VA,Powhatan,51145
40,FEMALE,False,NOT,28,4,1,VA,Norfolk,51710
38,FEMALE,False,NOT,20,2,0,VA,Newport News,51700
45,FEMALE,False,NOT,18,2,0,VA,Campbell,51031
46,MALE,False,NOT,76,5,1,VA,Goochland,51075
26,FEMALE,False,NOT,18,4,0,VA,Russell,51167
11,MALE,True,MS,37,8,1,VA,Montgomery,51121
48,MALE,False,NOT,43,11,1,VA,Hampton,51650
23,FEMALE,False,CL,63,5,1,VA,Fauquier,51061
12,MALE,True,MS,58,9,0,VA,Chesapeake,51550
4,FEMALE,True,NOT,29,25,0,VA,Pulaski,51155
44,MALE,False,NOT,1,10,1,VA,Fauquier,51061
64,FEMALE,False,NOT,6,3,0,VA,Wise,51195
34,FEMALE,False,NOT,16,7,1,VA,Campbell,51031
54,FEMALE,False,NOT,32,10,1,VA,Falls Church,51610
11,MALE,True,MS,4,3,0,VA,Mecklenburg,51117
23,FEMALE,False,CL,15,7,1,VA,Loudoun,51107
35,MALE,False,NOT,37,10,1,NC,Durham,37063
33,MALE,False,NOT,19,6,0,VA,Augusta,51015
34,FEMALE,False,NOT,40,23,1,VA,Hanover,51085
52,MALE,False,NOT,19,1,0,NC,Guilford,37081
48,MALE,False,NOT,88,8,0,VA,Pulaski,51155
16,FEMALE,True,HS,25,5,1,VA,Hampton,51650
24,MALE,False,NOT,4,14,1,VA,Tazewell,51185
19,MALE,True,CL,9,13,0,VA,Halifax,51083
59,FEMALE,False,NOT,19,11,0,VA,Newport News,51700
43,FEMALE,False,NOT,28,3,1,VA,Loudoun,51107
29,FEMALE,False,NOT,13,16,0,VA,Henrico,51087
18,FEMALE,True,HS,4,8,0,VA,Russell,51167
37,MALE,False,NOT,60,7,1,VA,Roanoke City,51770
27,MALE,False,NOT,33,22,0,VA,Roanoke,51161
39,FEMALE,False,NOT,47,8,1,VA,Virginia Beach,51810
47,MALE,False,NOT,17,4,0,VA,Richmond City,51760
55,FEMALE,False,NOT,10,3,1,VA,Albemarle,51003
47,FEMALE,False,NOT,10,4,1,VA,Wise,51195
63,MALE,False,NOT,26,7,1,NC,Durham,37063
14,FEMALE,True,HS,19,5,0,VA,Falls Church,51610
41,MALE,False,NOT,22,1,0,VA,Hanover,51085
55,MALE,False,NOT,4,8,0,VA,Powhatan,51145
31,MALE,False,NOT,22,9,1,VA,Pulaski,51155
7,FEMALE,True,ES,31,8,1,MD,Montgomery,24031
27,MALE,False,NOT,115,2,1,VA,Roanoke City,51770
58,MALE,False,NOT,21,25,1,VA,Virginia Beach,51810
62,MALE,False,NOT,27,6,0,MD,Baltimore,24005
24,FEMALE,False,NOT,3,10,1,VA,Campbell,51031
27,MALE,False,NOT,1,6,0,VA,Montgomery,51121
55,FEMALE,False,NOT,34,2,0,VA,Norfolk,51710
24,MALE,False,NOT,34,6,0,VA,Halifax,51083
46,MALE,False,NOT,2,3,0,NC,Durham,37063
22,MALE,True,CL,95,4,1,VA,Portsmouth,51740
19,FEMALE,True,CL,29,8,1,VA,Washington,51191
23,FEMALE,False,CL,74,5,0,VA,Powhatan,51145
15,FEMALE,True,HS,26,5,1,VA,Bedford,51019
47,MALE,False,NOT,1,5,1,VA,Tazewell,51185
4,MALE,True,NOT,30,5,0,VA,Campbell,51031
23,MALE,False,CL,10,10,1,VA,Frederick,51069
47,FEMALE,False,NOT,14,14,1,VA,Tazewell,51185
54,FEMALE,False,NOT,10,12,1,VA,Newport News,51700
60,FEMALE,False,NOT,4,1,1,VA,Wythe,51197
18,MALE,True,HS,37,5,0,VA,Chesterfield,51041
58,FEMALE,False,NOT,45,10,1,VA,Newport News,51700
52,MALE,False,NOT,19,10,1,VA,Fairfax,51059
55,MALE,False,NOT,18,10,0,VA,Loudoun,51107
84,MALE,False,NOT,27,13,1,VA,Wise,51195
41,MALE,False,NOT,82,16,1,VA,Falls Church,51610
49,MALE,False,NOT,17,3,1,VA,Frederick,51069
52,FEMALE,False,NOT,25,8,1,VA,Roanoke City,51770
24,FEMALE,False,NOT,6,2,0,VA,Portsmouth,51740
79,MALE,False,NOT,3,25,0,VA,Lynchburg,51680
30,FEMALE,False,NOT,11,8,0,VA,Mecklenburg,51117
48,MALE,False,NOT,85,9,1,MD,Baltimore,24005
21,MALE,True,CL,4,8,1,VA,Montgomery,51121
7,FEMALE,True,ES,18,3,0,VA,Arlington,51013
59,MALE,False,NOT,16,1,1,VA,Richmond City,51760
48,FEMALE,False,NOT,20,5,0,NC,Wake,37183
10,MALE,True,ES,56,10,0,VA,Tazewell,51185
38,FEMALE,False,NOT,86,14,1,VA,Russell,51167
12,MALE,True,MS,27,11,0,MD,Baltimore,24005
21,MALE,True,CL,25,11,1,VA,Pittsylvania,51143
39,FEMALE,False,NOT,7,11,1,VA,Newport News,51700
14,MALE,True,HS,1,3,0,VA,Pulaski,51155
19,MALE,True,CL,48,4,1,VA,Richmond City,51760
51,FEMALE,False,NOT,28,1,1,VA,Augusta,51015
38,FEMALE,False,NOT,9,4,1,VA,Powhatan,51145
71,FEMALE,False,NOT,78,3,1,VA,Richmond City,51760
58,MALE,False,NOT,11,7,1,VA,Halifax,51083
29,MALE,False,NOT,73,1,0,VA,Campbell,51031
88,FEMALE,False,NOT,34,12,1,VA,Arlington,51013
71,MALE,False,NOT,13,7,1,VA,Wythe,51197
42,FEMALE,False,NOT,5,6,1,VA,Lynchburg,51680
22,FEMALE,True,CL,24,13,0,VA,Newport News,51700
59,MALE,False,NOT,1,11,1,VA,Wythe,51197
54,MALE,False,NOT,27,8,1,VA,Albemarle,51003
33,MALE,False,NOT,43,5,1,VA,Alexandria,51510
38,FEMALE,False,NOT,3,10,1,VA,Alexandria,51510
40,MALE,False,NOT,21,13,1,VA,Montgomery,51121
66,MALE,False,NOT,14,2,1,VA,Roanoke City,51770
61,FEMALE,False,NOT,70,8,1,VA,Charlottesville,51540
45,MALE,False,NOT,11,10,0,VA,Rockingham,51165
51,FEMALE,False,NOT,25,7,1,VA,Prince William,51153
30,MALE,False,NOT,1,9,0,VA,Washington,51191
21,FEMALE,True,CL,3,2,1,VA,Albemarle,51003
33,MALE,False,NOT,31,6,1,VA,Montgomery,51121
73,MALE,False,NOT,45,1,0,NC,Forsyth,37067
15,FEMALE,True,HS,14,1,0,MD,Anne Arundel,24003
47,MALE,False,NOT,4,2,1,VA,Tazewell,51185
26,MALE,False,NOT,25,1,1,VA,Lynchburg,51680
48,MALE,False,NOT,13,6,1,MD,Montgomery,24031
5,FEMALE,True,ES,65,9,1,VA,Loudoun,51107
25,MALE,False,NOT,23,7,0,VA,Prince William,51153
39,FEMALE,False,NOT,48,5,1,VA,Newport News,51700
7,MALE,True,ES,54,10,1,VA,Manassas,51683
83,FEMALE,False,NOT,7,1,0,VA,Fairfax,51059
65,FEMALE,False,NOT,10,3,1,NC,Forsyth,37067
23,MALE,False,CL,3,17,1,VA,Goochland,51075
16,FEMALE,True,HS,2,10,0,VA,Frederick,51069
8,FEMALE,True,ES,26,3,0,VA,Augusta,51015
31,FEMALE,False,NOT,36,3,0,VA,Charlottesville,51540
51,MALE,False,NOT,73,4,0,VA,Falls Church,51610
26,FEMALE,False,NOT,36,9,1,MD,Montgomery,24031
7,FEMALE,True,ES,11,9,1,VA,Tazewell,51185
40,MALE,False,NOT,26,8,1,VA,Albemarle,51003
22,FEMALE,True,CL,39,4,1,VA,Tazewell,51185
34,MALE,False,NOT,16,7,0,VA,Bedford,51019
31,FEMALE,False,NOT,6,3,1,VA,Portsmouth,51740
30,MALE,False,NOT,2,13,1,VA,Roanoke,51161
64,MALE,False,NOT,4,1,0,VA,Lynchburg,51680
61,FEMALE,False,NOT,16,4,0,VA,Augusta,51015
66,FEMALE,False,NOT,24,3,1,VA,Mecklenburg,51117
40,FEMALE,False,NOT,7,3,0,VA,Prince William,51153
9,MALE,True,ES,21,4,0,VA,Goochland,51075
43,MALE,False,NOT,4,1,1,VA,Pulaski,51155
67,MALE,False,NOT,54,6,1,VA,Chesterfield,51041
54,MALE,False,NOT,11,4,0,VA,Roanoke,51161
43,FEMALE,False,NOT,15,6,0,VA,Norfolk,51710
62,MALE,False,NOT,60,1,1,VA,Bedford,51019
59,MALE,False,NOT,9,5,0,VA,Powhatan,51145
62,FEMALE,False,NOT,29,1,0,VA,Newport News,51700
40,MALE,False,NOT,33,2,1,VA,Virginia Beach,51810
59,FEMALE,False,NOT,29,18,1,VA,Fairfax,51059
16,FEMALE,True,HS,21,1,0,VA,Washington,51191
57,FEMALE,False,NOT,22,17,1,VA,Pittsylvania,51143
35,FEMALE,False,NOT,79,3,1,VA,Richmond City,51760
30,MALE,False,NOT,1,5,0,MD,Baltimore,24005
24,FEMALE,False,NOT,1,2,0,VA,Russell,51167
16,FEMALE,True,HS,51,8,0,VA,Norfolk,51710
22,MALE,True,CL,36,6,1,VA,Prince William,51153
56,MALE,False,NOT,26,1,1,VA,Powhatan,51145
71,MALE,False,NOT,22,2,0,VA,Brunswick,51025
33,MALE,False,NOT,11,3,1,VA,Wythe,51197
13,FEMALE,True,MS,48,8,1,VA,Fauquier,51061
49,MALE,False,NOT,25,6,1,VA,Halifax,51083
35,MALE,False,NOT,10,12,1,VA,Wise,51195
11,FEMALE,True,MS,33,5,0,VA,Fairfax,51059
32,FEMALE,False,NOT,19,5,0,VA,Hanover,51085
64,FEMALE,False,NOT,13,13,0,VA,Bedford,51019
23,MALE,False,CL,12,5,0,VA,Campbell,51031
51,MALE,False,NOT,142,4,1,VA,Halifax,51083
25,FEMALE,False,NOT,3,8,0,VA,Norfolk,51710
51,MALE,False,NOT,32,7,1,VA,Brunswick,51025
61,MALE,False,NOT,16,8,0,VA,Powhatan,51145
40,MALE,False,NOT,33,3,1,VA,Roanoke,51161
10,FEMALE,True,ES,146,5,0,VA,Augusta,51015
58,MALE,False,NOT,76,8,1,VA,Fairfax,51059
